Month,Hijra,Arba'een,Arba'een(2),Nowruz,Email,Easter,welfare,retirement,pension,Email_file1,Ramadan,Eid al-Fitr,Eid al-Adha,Christmas,Email_file2,charity,Ashura,Arbaeen,Arbaeen(2),Email_file3,allowance,zaka,zaka(2),Email_file4,Christmas_file5,Mawlid,Ashoura,Hijra_file5,Email_file5
2020-01,0,0,0,0,35,0,0,0.0,0,35,0,0,0,0.0,18,0,0,0,0,35,0,0,0,35,0.0,0,0,0.0,2
2020-02,10,0,0,0,44,0,0,0.0,0,44,0,0,0,0.0,22,0,0,0,0,44,0,0,0,44,0.0,0,0,1.0,3
2020-03,10,0,0,0,41,0,0,0.0,0,41,0,0,0,0.0,21,0,0,0,0,41,0,0,9,41,0.0,0,0,1.0,3
2020-04,0,0,0,0,42,0,0,0.0,0,42,48,0,0,0.0,21,0,0,0,0,42,0,0,0,42,0.0,0,0,0.0,3
2020-05,0,0,0,0,39,0,0,0.0,0,39,15,0,0,0.0,20,0,0,0,0,39,0,0,0,39,0.0,0,0,0.0,2
2020-06,7,0,0,0,61,0,0,0.0,0,61,0,0,0,0.0,31,0,0,0,0,61,0,0,0,61,0.0,0,0,0.5,4
2020-07,0,0,0,0,65,0,0,0.0,0,65,0,0,0,0.0,33,0,0,0,0,65,0,0,0,65,0.0,0,0,0.0,4
2020-08,0,0,0,0,50,0,0,0.0,0,50,0,0,0,0.0,26,0,0,0,0,50,0,0,0,50,0.0,0,0,0.0,3
2020-09,8,0,0,0,54,0,0,0.0,0,54,0,0,0,0.0,28,0,0,0,0,54,0,0,0,54,0.0,0,0,0.5,3
2020-10,6,0,0,0,54,0,0,0.0,0,54,0,0,0,0.0,27,0,0,0,0,54,0,0,0,54,0.0,0,0,0.5,3
2020-11,0,0,0,0,36,0,5,0.0,5,36,0,0,0,0.0,18,0,0,0,0,36,0,0,0,36,0.0,0,0,0.0,2
2020-12,0,0,0,0,46,0,0,0.0,0,46,0,0,0,14.0,23,0,0,0,0,46,0,0,0,46,2.0,0,0,0.0,3
2021-01,6,0,0,0,36,0,0,0.0,0,36,0,0,0,0.0,18,0,0,0,0,36,0,0,0,36,0.0,0,0,0.5,2
2021-02,0,0,0,0,32,0,6,0.0,0,32,0,0,0,0.0,16,0,0,0,0,32,0,0,0,32,0.0,0,0,0.0,2
2021-03,7,0,0,0,40,0,0,0.0,0,40,3,0,0,3.0,20,0,0,0,0,40,0,0,0,40,0.5,0,0,0.5,2
2021-04,0,0,0,0,38,0,0,0.0,0,38,43,0,0,0.0,19,0,0,0,0,38,0,0,0,38,0.0,0,0,0.0,2
2021-05,9,0,0,0,33,0,0,0.0,0,33,7,0,0,0.0,17,0,0,0,0,33,0,0,0,33,0.0,0,0,1.0,2
2021-06,0,0,0,0,43,0,0,0.0,5,43,0,0,0,0.0,22,0,0,0,0,43,0,0,0,43,0.0,0,0,0.0,3
2021-07,0,0,0,0,30,0,0,0.0,0,30,0,0,3,3.0,15,0,0,0,0,30,0,0,0,30,0.5,0,0,0.0,2
2021-08,4,0,0,0,32,0,0,0.0,0,32,0,0,0,0.0,16,0,0,0,0,32,0,0,0,32,0.0,0,0,0.5,2
2021-09,6,0,0,0,28,0,5,0.0,0,28,0,0,0,0.0,14,0,0,0,0,28,0,0,0,28,0.0,0,0,0.5,2
2021-10,0,0,4,0,28,0,0,0.0,0,28,0,0,0,0.0,14,0,0,5,0,28,0,0,0,28,0.0,0,0,0.0,2
2021-11,9,0,0,0,35,0,0,0.0,0,35,0,0,0,2.0,18,0,0,0,0,35,0,0,0,35,0.5,0,0,1.0,2
2021-12,9,0,0,0,27,0,0,0.0,0,27,0,5,0,11.0,13,0,0,0,0,27,0,0,0,27,1.0,0,0,1.0,2
2022-01,9,0,0,0,31,0,4,0.0,0,31,0,0,0,3.0,16,4,0,0,0,31,0,0,0,31,0.5,0,0,1.0,2
2022-02,4,0,0,0,35,0,0,0.0,3,35,3,0,0,0.0,18,0,0,0,0,35,0,0,0,35,0.0,0,0,0.5,2
2022-03,6,0,0,0,38,0,0,0.0,0,38,7,0,0,0.0,19,0,0,0,0,38,0,0,0,38,0.0,0,0,0.5,2
2022-04,5,0,0,0,42,5,0,0.0,0,42,37,0,0,2.0,21,0,0,0,0,42,0,0,0,42,0.5,0,0,0.5,3
2022-05,5,0,0,0,43,0,0,0.0,0,43,0,0,0,0.0,22,0,0,0,0,43,0,0,0,43,0.0,0,0,0.5,3
2022-06,5,0,0,0,41,0,0,0.0,0,41,0,0,0,0.0,21,0,0,0,0,41,3,0,0,41,0.0,0,0,0.5,3
2022-07,7,0,0,0,36,0,0,0.0,4,36,0,0,0,0.0,18,0,0,0,0,36,0,0,0,36,0.0,0,0,0.5,2
2022-08,7,0,0,0,38,0,0,0.0,0,38,0,0,0,0.0,20,0,0,0,0,38,0,3,0,38,0.0,0,0,0.5,2
2022-09,5,0,0,0,50,0,3,0.0,3,50,0,0,0,0.0,25,0,0,0,0,50,0,0,0,50,0.0,0,0,0.5,3
2022-10,4,0,0,0,44,0,4,0.0,0,44,0,0,0,2.0,22,0,0,0,0,44,0,0,0,44,0.5,0,0,0.5,3
2022-11,4,0,0,0,46,0,5,0.0,0,46,0,0,0,3.0,23,0,0,0,0,46,0,0,0,46,0.5,0,0,0.5,3
2022-12,5,0,0,0,31,0,3,0.0,0,31,1,0,0,9.0,16,0,0,0,0,31,0,0,0,31,1.0,0,0,0.5,2
2023-01,5,0,0,0,29,0,2,0.0,0,29,4,0,0,1.0,15,0,0,0,0,29,0,0,0,29,0.5,0,0,0.5,2
2023-02,3,0,0,0,32,0,3,0.0,0,32,4,0,0,0.0,16,0,0,0,0,32,0,0,0,32,0.0,0,0,0.5,2
2023-03,4,0,0,0,33,0,2,0.0,0,33,41,0,0,0.0,17,0,0,0,0,33,0,0,0,33,0.0,0,0,0.5,2
2023-04,4,0,0,0,35,3,0,0.0,0,35,18,0,0,0.0,18,0,0,0,0,35,0,0,0,35,0.0,0,0,0.5,2
2023-05,5,0,0,0,41,0,0,0.0,0,41,2,0,0,0.0,21,0,0,0,0,41,0,0,0,41,0.0,0,0,0.5,3
2023-06,6,0,0,0,38,0,0,0.0,0,38,0,0,0,0.0,20,0,0,0,0,38,0,0,0,38,0.0,0,0,0.5,2
2023-07,3,0,0,0,34,0,0,0.0,3,34,0,0,0,0.0,17,0,0,0,0,34,0,0,0,34,0.0,0,0,0.5,2
2023-08,5,0,0,0,41,0,3,0.0,10,41,0,0,0,2.0,21,0,0,0,0,41,2,0,0,41,0.5,0,0,0.5,3
2023-09,4,0,0,0,33,0,3,0.0,5,33,0,0,0,0.0,17,0,0,0,0,33,0,0,0,33,0.0,0,0,0.5,2
2023-10,3,0,0,0,32,0,0,0.0,3,32,0,0,0,1.0,16,0,0,0,0,32,0,0,0,32,0.5,0,0,0.5,2
2023-11,4,0,0,0,38,0,4,0.0,4,38,0,0,0,2.0,19,0,0,0,0,38,0,0,0,38,0.5,0,0,0.5,2
2023-12,5,0,0,0,29,0,2,0.0,3,29,2,0,0,12.0,15,0,0,0,0,29,0,0,0,29,1.0,0,0,0.5,2
2024-01,4,0,0,0,34,0,0,0.0,3,34,2,0,0,3.0,17,0,0,0,0,34,0,0,0,34,0.5,0,0,0.5,2
2024-02,6,0,0,0,34,0,0,0.0,0,34,5,0,0,0.0,17,0,0,0,0,34,0,0,0,34,0.0,0,0,0.5,2
2024-03,4,0,0,0,38,2,0,0.0,4,38,38,0,0,2.0,19,0,0,0,0,38,0,0,0,38,0.5,0,0,0.5,2
2024-04,6,0,0,0,25,0,0,0.0,0,25,8,0,0,1.0,13,0,0,0,0,25,0,0,0,25,0.5,0,0,0.5,2
2024-05,6,0,0,0,31,0,0,0.0,8,31,0,0,0,0.0,16,0,0,0,0,31,0,0,0,31,0.0,0,0,0.5,2
2024-06,4,0,0,0,27,0,3,0.0,6,27,0,0,0,0.0,14,0,0,0,0,27,0,0,0,27,0.0,0,0,0.5,2
2024-07,3,0,0,0,28,0,0,0.0,9,28,0,0,0,0.0,14,0,0,3,0,28,0,0,0,28,0.0,0,0,0.5,2
2024-08,5,0,0,0,33,0,0,0.0,4,33,0,0,0,0.0,17,0,0,0,0,33,0,0,0,33,0.0,0,0,0.5,2
2024-09,6,0,0,0,33,0,0,0.0,3,33,0,0,0,2.0,17,0,0,0,0,33,0,0,0,33,0.5,0,0,0.5,2
2024-10,4,0,0,0,33,0,0,0.0,4,33,0,0,0,1.0,17,0,0,0,0,33,0,0,0,33,0.5,0,0,0.5,2
2024-11,6,0,0,0,36,0,5,0.0,5,36,2,0,0,2.0,18,0,0,0,0,36,0,0,0,36,0.5,0,0,0.5,2
2024-12,6,0,0,0,34,0,3,0.0,0,34,3,0,0,8.0,17,0,0,0,0,34,0,0,0,34,1.0,0,0,0.5,2
2025-01,0,0,3,0,33,0,3,0.0,3,33,3,0,0,1.0,17,0,0,0,0,33,0,0,0,33,0.5,0,0,0.0,2
2025-02,5,0,0,0,31,0,3,0.0,0,31,17,0,0,0.0,16,0,0,0,0,31,0,0,0,31,0.0,0,0,0.5,2
2025-03,3,0,0,0,27,4,0,0.0,0,27,32,0,0,0.0,14,0,0,0,0,27,0,0,0,27,0.0,0,0,0.5,2
2025-04,5,0,0,0,31,0,4,0.0,0,31,0,0,0,0.0,16,0,0,0,0,31,0,0,0,31,0.0,0,0,0.5,2
2025-05,3,0,0,0,26,0,0,0.0,0,26,0,0,0,0.0,13,0,0,0,0,26,0,0,0,26,0.0,0,0,0.5,2
2025-06,4,0,0,0,35,0,0,0.0,0,35,0,0,0,0.0,18,0,0,0,0,35,0,0,0,35,0.0,0,0,0.5,2
2025-07,4,0,0,0,29,0,0,0.0,5,29,0,0,0,0.0,15,0,0,0,0,29,0,0,0,29,0.0,0,0,0.5,2
2025-08,5,0,0,0,30,0,0,0.5,3,30,0,0,0,0.0,15,0,0,0,0,30,0,0,0,30,0.0,0,0,0.5,2
2025-09,4,0,0,0,29,1,1,1.0,2,29,1,0,0,0.5,15,1,0,0,0,29,1,0,0,29,0.5,0,0,0.5,2
