Month,হিজরত,চেহল্লুম,চল্লিশা,নওরোজ,Email,ইস্টার,কল্যাণ,অবসর,পেনশন,দান,আশুরা,ভাতা,যাকাত,জাকাত,রমজান,ঈদুল ফিতর,ঈদুল আজহা,ক্রিসমাস,বড়দিন,ঈদে মিলাদুন্নবী,হিজরী
2016-10,0.0,0.0,0.0,0,29.63527148820516,0.0,0.0,0.0,0.0,0.0,2.4392481539494293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079436115462072
2016-11,0.0,0.0,0.0,0,30.71470760366723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,0.0,0.0,0.0,0,31.07451964215459,0.0,0.5537190082644627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079436115462072,0.0
2017-01,0.0,0.0,0.0,0,27.366310652869483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02,0.0,0.0,0.0,0,29.995083526692518,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03,0.0,0.0,0.0,0,27.726122691356842,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04,0.0,0.0,0.0,0,28.445746768331556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2017-05,0.0,0.0,0.0,0,25.81697389450852,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,3.6880733944954125,0.0,0.0,0.0,0.0,0.0,0.0
2017-06,0.0,0.0,0.0,0,21.769088461525754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4699006428988895,0.0,3.6880733944954125,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2017-07,0.0,0.0,0.0,0,25.81697389450852,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2017-08,0.0,0.0,0.0,0,26.176785932995877,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09,0.0,0.0,0.0,0,27.726122691356842,0.0,0.0,0.0,0.0,0.0,2.079436115462072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10,0.0,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11,0.0,0.0,0.0,0,32.62385640051555,0.0,0.0,0.0,0.0,0.0,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196240769747146,0.0
2017-12,0.0,0.0,0.0,0,27.366310652869483,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079436115462072,0.0
2018-01,0.0,0.0,0.0,0,28.805558806818915,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02,0.0,0.0,0.0,0,28.805558806818915,0.0,0.5537190082644627,0.0,0.0,0.0,0.0,0.23495032144944475,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,0.0,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2018-04,0.0,0.0,0.0,0,30.71470760366723,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2018-05,0.0,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.0,3.6880733944954125,0.0,0.0,0.0,0.0,0.0,0.0
2018-06,0.0,0.0,0.0,0,27.366310652869483,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2018-07,0.0,0.0,0.0,0,28.085934729844197,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2018-08,0.0,0.0,0.0,0,31.904232323540832,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0
2018-09,0.0,0.0,0.0,0,31.904232323540832,0.0,0.5537190082644627,0.0,0.5537190082644627,0.0,2.079436115462072,0.4699006428988895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4392481539494293
2018-10,0.0,0.0,0.0,0,30.354895565179874,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11,0.0,0.0,0.0,0,30.354895565179874,0.0,0.5537190082644627,0.0,0.5537190082644627,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8784963078988586,0.0
2018-12,0.0,0.0,0.0,0,26.176785932995877,0.0,0.5537190082644627,0.0,0.0,0.0,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01,0.0,0.0,0.0,0,27.366310652869483,0.0,0.5537190082644627,0.5537190082644627,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02,0.0,0.0,0.0,0,30.354895565179874,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03,0.0,0.0,0.0,0,38.940702668834,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2019-04,0.0,0.0,0.0,0,34.53300519736387,0.0,0.5537190082644627,0.5537190082644627,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2019-05,0.0,0.0,0.0,0,32.62385640051555,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.939801285797779,0.0,7.376146788990825,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2019-06,0.0,0.0,0.0,0,28.085934729844197,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.23495032144944475,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2019-07,0.0,0.0,0.0,0,32.264044362028194,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0
2019-08,0.0,0.0,0.0,0,34.53300519736387,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.7196240769747146
2019-09,0.0,0.0,0.0,0,34.53300519736387,0.0,0.5537190082644627,0.0,0.5537190082644627,1.0000000000000002,2.799060192436787,0.23495032144944475,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3598120384873573
2019-10,0.0,0.0,0.0,0,39.300514707321355,0.0,0.5537190082644627,0.0,0.5537190082644627,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196240769747146,0.0
2019-11,0.0,0.0,0.0,0,32.983668439002905,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,2.5186842694115015,0.0
2019-12,0.0,0.0,0.0,0,27.366310652869483,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.23495032144944475,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2020-01,0.0,0.0,0.0,0,28.445746768331556,0.0,0.5537190082644627,0.5537190082644627,0.0,1.0000000000000002,0.0,0.4699006428988895,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2020-02,0.0,0.0,0.0,0,34.892817235851226,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2020-03,0.0,0.0,0.0,0,38.940702668834,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2020-04,0.0,0.0,0.0,0,39.66032674580872,0.0,0.5537190082644627,0.0,0.0,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.0,7.376146788990825,0.0,0.0,0.0,0.0,0.0,0.3598120384873573
2020-05,0.0,0.0,0.0,0,34.53300519736387,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,1.4097019286966685,0.23495032144944475,3.6880733944954125,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2020-06,0.0,0.0,0.0,0,41.56947554265703,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0
2020-07,0.0,0.0,0.0,0,43.118812301017996,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0
2020-08,0.0,0.0,0.0,0,40.1302273887076,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,3.1588722309241444,0.4699006428988895,0.23495032144944475,0.0,0.0,0.0,1.8440366972477062,0.0,0.0,0.0,0.7196240769747146
2020-09,0.0,0.0,0.0,0,40.49003942719496,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2020-10,0.5,0.0,0.0,0,32.983668439002905,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,2.158872230924144,0.3598120384873573
2020-11,0.5,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573,0.3598120384873573
2020-12,0.5,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,1.8440366972477062,0.3598120384873573,0.0,0.0
2021-01,0.0,0.0,0.0,0,28.085934729844197,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2021-02,0.0,0.0,0.0,0,28.805558806818915,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2021-03,0.5,0.0,0.0,0,31.07451964215459,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2021-04,0.0,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.939801285797779,0.23495032144944475,7.376146788990825,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2021-05,0.0,0.0,0.0,0,28.805558806818915,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.23495032144944475,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0
2021-06,0.0,0.0,0.0,0,31.07451964215459,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2021-07,0.0,0.0,0.0,0,28.445746768331556,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0
2021-08,0.5,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,3.5186842694115015,0.4699006428988895,0.23495032144944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7196240769747146
2021-09,0.0,0.0,0.0,0,30.354895565179874,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.3598120384873575,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573,0.3598120384873573
2021-10,0.5,0.0,0.0,0,30.71470760366723,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,3.9579324233609308,0.0
2021-11,0.5,0.0,0.0,0,57.33339227849515,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573,0.0
2021-12,0.5,0.0,0.0,0,26.536597971483236,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,1.8440366972477062,0.3598120384873573,0.0,0.0
2022-01,0.0,0.0,0.0,0,29.995083526692518,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2022-02,0.0,0.0,0.0,0,32.62385640051555,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.0
2022-03,0.0,0.0,0.0,0,40.84985146568232,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.939801285797779,0.23495032144944475,0.0,3.6880733944954125,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2022-04,0.0,0.0,0.0,0,41.56947554265703,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,1.4097019286966685,0.23495032144944475,7.376146788990825,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2022-05,0.0,0.0,0.0,0,43.83843637799271,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.17990601924367866
2022-06,0.5,0.0,0.0,0,46.46720925181574,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2022-07,0.5,0.0,0.0,0,39.300514707321355,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.3598120384873575,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2022-08,0.5,0.0,0.0,0,43.118812301017996,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,3.5186842694115015,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.0,0.3598120384873573
2022-09,0.5,0.0,0.0,0,45.02796109786631,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,1.079436115462072,0.3598120384873573
2022-10,0.5,0.0,0.0,0,43.478624339505345,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,3.598120384873573,0.3598120384873573
2022-11,0.5,0.0,0.0,0,44.19824841648007,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.17990601924367866,0.0
2022-12,0.5,0.0,0.0,0,27.726122691356842,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.179906019243679,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,1.8440366972477062,0.3598120384873573,0.0,0.17990601924367866
2023-01,0.5,0.0,0.0,0,28.805558806818915,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2023-02,0.5,0.0,0.0,0,30.354895565179874,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.23495032144944475,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2023-03,0.5,0.0,0.0,0,32.62385640051555,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.23495032144944475,7.376146788990825,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2023-04,0.0,0.0,0.0,0,30.71470760366723,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,1.4097019286966685,0.23495032144944475,3.6880733944954125,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2023-05,0.5,0.0,0.0,0,40.1302273887076,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.17990601924367866
2023-06,0.5,0.0,0.0,0,34.892817235851226,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.179906019243679,0.4699006428988895,0.4699006428988895,0.0,1.8440366972477062,1.8440366972477062,3.6880733944954125,0.0,0.0,0.0,0.17990601924367866
2023-07,0.5,0.0,1.5000000000000002,0,29.63527148820516,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,2.799060192436787,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,1.8440366972477062,0.0,0.0,0.17990601924367866,0.7196240769747146
2023-08,0.5,0.0,0.0,0,34.173193158876515,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,2.3495032144944474,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573,0.3598120384873573
2023-09,0.5,0.0,0.0,0,31.07451964215459,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.3598120384873575,1.4097019286966685,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,4.317744461848288,0.17990601924367866
2023-10,0.5,0.0,0.0,0,30.71470760366723,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,0.0,0.0,0.0,0.0,0.7196240769747146,0.3598120384873573
2023-11,0.5,0.0,0.0,0,31.904232323540832,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.17990601924367866,0.17990601924367866
2023-12,0.0,0.0,0.0,0,27.006498614382124,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,1.8440366972477062,0.3598120384873573,0.17990601924367866,0.17990601924367866
2024-01,0.5,0.0,0.0,0,27.726122691356842,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.17990601924367866,0.0
2024-02,0.0,0.0,0.0,0,28.085934729844197,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2024-03,0.5,0.0,0.0,0,27.726122691356842,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,1.4097019286966685,0.23495032144944475,7.376146788990825,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2024-04,0.5,0.0,0.0,0,19.306220656412968,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.23495032144944475,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2024-05,0.5,0.0,0.0,0,27.006498614382124,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2024-06,0.0,0.0,0.0,0,19.66603269490033,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.179906019243679,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.17990601924367866,0.0
2024-07,0.5,0.0,0.0,0,25.81697389450852,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,3.1588722309241444,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.7196240769747146
2024-08,0.0,0.0,0.0,0,25.81697389450852,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573,0.0
2024-09,0.5,0.0,1.5000000000000002,0,28.805558806818915,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,5.037368538823003,0.3598120384873573
2024-10,0.5,0.0,0.0,0,28.445746768331556,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573,0.3598120384873573
2024-11,0.5,0.0,0.0,0,28.445746768331556,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.3598120384873573
2024-12,0.5,0.0,0.0,0,25.81697389450852,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.939801285797779,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,1.8440366972477062,0.3598120384873573,0.0,0.0
2025-01,0.0,0.0,0.0,0,25.81697389450852,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.939801285797779,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2025-02,0.5,0.0,0.0,0,26.536597971483236,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.4699006428988895,0.23495032144944475,3.6880733944954125,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2025-03,0.0,0.0,0.0,0,27.366310652869483,0.0,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,1.4097019286966685,0.23495032144944475,7.376146788990825,1.8440366972477062,0.0,0.0,0.0,0.0,0.0
2025-04,0.5,0.0,0.0,0,27.366310652869483,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,1.879602571595558,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2025-05,0.0,0.0,0.0,0,28.805558806818915,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.939801285797779,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2025-06,0.5,0.0,0.0,0,27.726122691356842,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,1.3598120384873575,0.939801285797779,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.3598120384873573
2025-07,0.5,0.0,0.0,0,26.176785932995877,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,2.4392481539494293,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,0.17990601924367866,0.3598120384873573
2025-08,0.5,0.0,0.0,0,28.085934729844197,0.5537190082644627,0.5537190082644627,0.5537190082644627,0.5537190082644627,1.0000000000000002,0.0,0.4699006428988895,0.23495032144944475,0.0,1.8440366972477062,1.8440366972477062,0.0,0.0,0.0,1.4392481539494293,0.17990601924367866
