Month,school,hospital,hospital(2),bridge,Email,army,road,road(2),road(3),sewage,system,system(2),regime,bakery,public,square,park,housing complex,housing complex(2),housing complex(3),building,building(2),electricity,funding,recruitment,capacity,capacity(2),traffic,traffic(2),overcrowding,damage,broken,open,close,project,wait,delay,delay(2),primary,primary(2),secondary,tertiary,checkpoint,bus,university,neglect,settlement,shop,resettlement,slum,removal,gentrification,interruption,pharmacy,sewerage,hotel,polling station,office,directorate,sanitation,suburb,suburb(2),suburbs,suburbs(2),mall,inadequate,improvement,polling centre,housing,drinking water,salon,service,liquor store,taxi,unit,housing unit,housing crisis,crowd,clean,dirty,market,station,cafe,failure,rebuilding,equipment,treatment,internet,phone line,electricity generator,generator,college,nursery,dam,desalination,factory,factory(2),restaurant,restaurant(2),compound,port,port(2),pipeline,border,ministry,houses,house,clinic,clinic(2),pharmacy(2),court,court(2),prison,prison(2),police,airport,airport(2),infrastructure,military,military(2)
2012-04,168698047038.64175,7,6,0.0,80663267571.05345,15369809893.170404,8.09366391184573,8.09366391184573,8.09366391184573,0.0,47.815551537070526,53.12839059674503,0.0,0.0,41.786657636302074,17.908567558415175,95.505173527476,0.0,0.0,0.0,86.92307692307695,78.23076923076925,0.0,0.0,256.17438692098096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.565289945767,0.0,4760.385257621061,0.0,0.0,0.0,9920.896949711463,10540.95300906843,0.0,0.0,0.0,7373.803921568629,151089242.35294122,0.0,0.0,9673.672025723476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,335362.3227478938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3662536.3478260883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723497.29740862,45304651.29411766,0.0,0.0,0.0,0.0,0.0,48900258.53968255,287208378.6525946,0.0,0.0,54190260.12313106,578538270.0469486,0.0,115707654.00938971,0.0,219452458.80385858,219452458.80385858,0.0,0.0,0.0,2701790977.1006274,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11527357413.807556,7684904942.53837,0.0,0.0,0.0
2012-05,177132949391.67383,5,5,0.0,80905774117.3088,7684904946.585202,4.046831955922865,4.046831955922865,4.046831955922865,0.0,26.564195298372514,26.564195298372514,0.0,0.0,49.7460209955977,11.93904503894345,71.628880145607,0.0,0.0,0.0,56.50000000000002,56.50000000000002,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,470.6683354192743,1568.894451397581,313.7788902795162,2458.6373513804097,0.0,0.0,0.0,3720.3363561417987,3720.3363561417987,3100.280296784832,0.0,0.0,3686.9019607843147,181307090.82352945,0.0,0.0,12650.186495176851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115712.00000000003,0.0,311964.9513933896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400926.6086956533,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,4229574.447228421,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,254694222.57871598,0.0,0.0,54190260.12313106,833095108.8676059,0.0,92566123.20751177,0.0,152397540.8360129,152397540.8360129,0.0,0.0,0.0,2495612175.6330442,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,2209141091.675071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7684904942.53837,7684904942.53837,3842452471.269185,0.0,0.0,0.0
2012-06,134958437631.5134,12,13,0.0,137313065902.27304,19212262364.439587,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,42.502712477396024,0.0,0.0,63.674906874365064,19.898408398239084,95.505173527476,0.0,0.0,0.0,78.23076923076925,78.23076923076925,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,549.1130579891533,2274.896954526492,0.0,3481.636420820699,0.0,0.0,0.0,0.0,4340.392415498765,1860.1681780708993,0.0,0.0,0.0,166198166.58823535,0.0,0.0,17114.95819935692,0.0,0.0,18686.409937888206,0.0,0.0,0.0,0.0,154282.66666666672,0.0,413353.5605962412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4447365.5652173925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30203100.862745106,0.0,0.0,0.0,0.0,24450129.269841276,24450129.269841276,303465456.68953395,0.0,0.0,54190260.12313106,1133935009.2920191,0.0,92566123.20751177,0.0,0.0,0.0,0.0,250359973.2106365,0.0,2259979259.6700926,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,11527357413.807556,11527357413.807556,11527357413.807556,0.0,0.0,0.0
2012-07,134958437631.5134,8,7,7381.803921568629,133767880929.33539,11527357421.90122,8.09366391184573,4.046831955922865,8.09366391184573,0.0,53.12839059674503,53.12839059674503,0.0,0.0,45.76633931594989,0.0,95.505173527476,0.0,0.0,0.0,0.0,65.19230769230771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.6733416770971,0.0,4760.385257621061,0.0,0.0,0.0,4960.448474855732,4960.448474855732,0.0,0.0,0.0,0.0,196416015.0588236,0.0,0.0,18231.151125401935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,397755.31302657176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5232194.782608697,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,0.0,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,346817664.7880388,0.0,0.0,59609286.135444164,485972146.83943677,0.0,69424592.40563382,0.0,262123770.2379422,243836065.33762065,0.0,0.0,0.0,2363068660.403884,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,6113669532.775196,0.0,3056834766.387598,11527357413.807556,0.0,11527357413.807556,0.0,0.0,0.0
2012-08,134958437631.5134,8,8,0.0,80787416271.1318,15369809893.170404,8.09366391184573,8.09366391184573,8.09366391184573,0.0,47.815551537070526,47.815551537070526,0.0,0.0,27.857771757534714,21.88824923806299,141.2679194513901,0.0,0.0,0.0,78.23076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.228619107218,0.0,4248.885722900917,0.0,0.0,0.0,5580.504534212698,5580.504534212698,0.0,0.0,0.0,7373.803921568629,256851712.00000006,0.0,0.0,10789.864951768492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231424.00000000006,0.0,506943.0460142581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4578170.43478261,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,7666103.685601514,30203100.862745106,15101550.431372553,0.0,0.0,0.0,0.0,24450129.269841276,357655716.812665,0.0,0.0,54190260.12313106,485972146.83943677,0.0,0.0,0.0,134109835.93569136,134109835.93569136,0.0,0.0,0.0,2392522774.899253,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2012-09,151828242334.57758,7,7,7379.803921568629,118085248972.0467,11527357421.90122,8.09366391184573,4.046831955922865,8.09366391184573,0.0,47.815551537070526,47.815551537070526,0.0,0.0,43.77649847612598,0.0,95.505173527476,0.0,0.0,0.0,95.61538461538464,108.65384615384619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.6683354192743,2980.8994576554037,627.5577805590324,5606.079282271157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7373.803921568629,271960636.23529416,0.0,0.0,10417.800643086819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,475746.55087491916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046438.9565217395,4708975.304347828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7137406.879697961,30203100.862745106,15101550.431372553,0.0,0.0,0.0,24450129.269841276,48900258.53968255,319722534.7264733,0.0,0.0,54190260.12313106,555396739.2450706,0.0,0.0,0.0,182877049.0032155,182877049.0032155,0.0,0.0,0.0,2539793347.3760977,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,2209141091.675071,0.0,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,11527357413.807556,0.0,0.0,0.0,0.0
2012-10,134958437631.5134,9,8,0.0,80417469645.5285,11527357421.90122,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,47.815551537070526,0.0,0.0,27.857771757534714,17.908567558415175,143.257760291214,0.0,0.0,0.0,69.53846153846156,73.88461538461542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431.7863996662504,549.1130579891533,5016.135024981134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7373.803921568629,271960636.23529416,0.0,0.0,7813.350482315114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,530340.4173687623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839780.173913045,0.0,0.0,5947328.741312743,0.0,0.0,0.0,0.0,0.0,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,325141560.73878634,0.0,0.0,48771234.110817954,416547554.43380296,0.0,0.0,0.0,188972950.636656,188972950.636656,0.0,0.0,0.0,2539793347.3760977,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,7684904942.53837,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2012-11,185567851743.70593,10,10,7377.803921568629,80905774107.657,7684904946.585202,8.09366391184573,8.09366391184573,8.09366391184573,0.0,47.815551537070526,47.815551537070526,0.0,0.0,61.68506603454116,13.928885878767357,102.8006577081577,0.0,0.0,0.0,82.57692307692311,91.2692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.1130579891533,2039.5627868168554,0.0,4760.385257621061,0.0,0.0,0.0,3720.3363561417987,3100.280296784832,0.0,0.0,0.0,3686.9019607843147,377723105.882353,0.0,0.0,14138.44372990354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231424.00000000006,0.0,499143.92222942336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4185755.826086958,0.0,0.0,5947328.741312743,0.0,0.0,0.0,0.0,5022619.656083751,30203100.862745106,0.0,0.0,0.0,0.0,0.0,48900258.53968255,308884482.7018471,0.0,0.0,65028312.14775728,856236639.6694839,0.0,0.0,0.0,176781147.36977497,176781147.36977497,0.0,0.0,0.0,2451431003.889991,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,2209141091.675071,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,7684904942.53837,11527357413.807556,7684904942.53837,0.0,0.0,0.0
2012-12,312091387023.18726,12,13,7378.803921568629,101658677752.6735,11527357421.90122,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,42.502712477396024,0.0,0.0,55.71554351506943,15.918726718591266,78.9243643262887,0.0,0.0,0.0,91.2692307692308,78.23076923076925,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,627.5577805590324,2510.2311222361295,0.0,4504.635490260989,0.0,0.0,0.0,16741.513602638093,16741.513602638093,2480.224237427866,0.0,0.0,7373.803921568629,256851712.00000006,0.0,0.0,11533.993569131835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,499143.92222942336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3924146.086956523,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,0.0,30203100.862745106,7550775.215686277,0.0,0.0,0.0,0.0,48900258.53968255,260113248.5910291,0.0,0.0,48771234.110817954,833095108.8676059,0.0,0.0,0.0,146301639.20257238,146301639.20257238,206178801.467583,0.0,0.0,2598701576.366836,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,2209141091.675071,0.0,0.0,0.0,6113669532.775196,3056834766.387598,3056834766.387598,0.0,11527357413.807556,11527357413.807556,7684904942.53837,0.0,0.0,0.0
2013-01,185567851743.70593,6,9,7377.803921568629,101901479866.35027,15369809893.170404,8.09366391184573,8.09366391184573,8.09366391184573,0.0,37.18987341772152,47.815551537070526,0.0,0.0,31.837453437182532,0.0,102.8006577081577,0.0,0.0,0.0,56.50000000000002,56.50000000000002,0.0,0.0,128.08719346049048,0.0,128.08719346049048,0.0,0.0,0.0,0.0,470.6683354192743,3216.233625365041,0.0,4504.635490260989,0.0,0.0,0.0,4340.392415498765,4340.392415498765,1860.1681780708993,0.0,0.0,7373.803921568629,211524939.29411772,0.0,0.0,14882.572347266885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231424.00000000006,0.0,460148.30330524966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4054950.9565217406,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,3436529.2383730924,0.0,30203100.862745106,7550775.215686277,0.0,0.0,0.0,0.0,48900258.53968255,281789352.6402815,0.0,0.0,27095130.06156553,578538270.0469486,0.0,69424592.40563382,0.0,164589344.10289392,164589344.10289392,0.0,0.0,0.0,2304160431.413146,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,15369809885.07674,11527357413.807556,11527357413.807556,0.0,0.0,0.0
2013-02,126523535280.48131,9,10,3689.9019607843147,97312198983.69745,23054714835.708775,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,42.502712477396024,0.0,0.0,35.81713511683035,23.8780900778869,95.505173527476,0.0,0.0,0.0,104.30769230769235,104.30769230769235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.2311222361295,470.6683354192743,4760.385257621061,0.0,0.0,0.0,4960.448474855732,4960.448474855732,2480.224237427866,0.0,0.0,7373.803921568629,181307090.82352945,0.0,0.0,17114.95819935692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231424.00000000006,0.0,436750.93195074546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915634.0869565221,0.0,4185755.826086958,0.0,0.0,0.0,0.0,0.0,0.0,3172180.8354213163,0.0,30203100.862745106,0.0,0.0,0.0,0.0,24450129.269841276,24450129.269841276,341398638.77572566,0.0,0.0,32514156.07387864,509113677.64131474,0.0,0.0,0.0,176781147.36977497,176781147.36977497,0.0,338722316.6967435,0.0,2392522774.899253,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,0.0,0.0,0.0,0.0,11527357413.807556,7684904942.53837,0.0,0.0,0.0
2013-03,109653730575.41713,10,11,7377.803921568629,118209421613.2488,11527357417.854387,8.09366391184573,4.046831955922865,8.09366391184573,0.0,37.18987341772152,37.18987341772152,0.0,0.0,39.79681679647817,17.908567558415175,78.9243643262887,0.0,0.0,0.0,86.92307692307695,91.2692307692308,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2039.5627868168554,470.6683354192743,4248.885722900917,0.0,0.0,0.0,1860.1681780708993,2480.224237427866,1240.112118713933,0.0,0.0,7373.803921568629,166198166.58823535,0.0,0.0,13394.315112540196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,405554.43681140646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4578170.43478261,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,3172180.8354213163,0.0,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,401007924.9111698,0.0,0.0,27095130.06156553,393406023.631925,0.0,0.0,0.0,176781147.36977497,176781147.36977497,191451744.2198985,0.0,0.0,1409803717.5410519,835448484.8813562,0.0,1940019030.7188916,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15369809885.07674,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2013-04,126523535279.48131,11,12,3690.9019607843147,88027452770.61116,15369809893.170404,4.046831955922865,4.046831955922865,4.046831955922865,0.0,47.815551537070526,47.815551537070526,0.0,0.0,35.81713511683035,0.0,78.9243643262887,0.0,0.0,0.0,121.69230769230774,99.9615384615385,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,392.22361284939524,2588.6758448060086,0.0,4760.385257621061,0.0,0.0,0.0,1860.1681780708993,1860.1681780708993,1860.1681780708993,0.0,0.0,7373.803921568629,181307090.82352945,0.0,0.0,10789.864951768492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,460148.30330524966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708975.304347828,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,5022619.656083751,30203100.862745106,7550775.215686277,0.0,0.0,0.0,24450129.269841276,24450129.269841276,314303508.71416014,0.0,0.0,43352208.09850485,393406023.631925,0.0,0.0,0.0,207260655.53697753,207260655.53697753,265087030.45832098,235632915.962952,0.0,2613428633.6145205,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7684904942.53837,11527357413.807556,11527357413.807556,0.0,0.0,0.0
2013-05,160263144686.60965,10,9,3689.9019607843147,101554939665.90929,0.0,8.09366391184573,8.09366391184573,8.09366391184573,0.0,53.12839059674503,53.12839059674503,0.0,0.0,43.77649847612598,27.857771757534714,88.2096893467943,0.0,0.0,0.0,52.153846153846175,65.19230769230771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.2311222361295,0.0,2635.9423961706034,0.0,0.0,0.0,3100.280296784832,2480.224237427866,1860.1681780708993,0.0,0.0,7373.803921568629,166198166.58823535,0.0,0.0,20463.536977491967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,530340.4173687623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4185755.826086958,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,0.0,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,401007924.9111698,0.0,0.0,54190260.12313106,1203359601.697653,0.0,0.0,0.0,286507376.77170426,286507376.77170426,265087030.45832098,220905858.71526748,0.0,2495612175.6330442,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11527357413.807556,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2013-06,168698047040.64175,11,9,3689.9019607843147,113999887082.92691,11527357421.90122,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,42.502712477396024,0.0,0.0,51.735861835421616,15.918726718591266,93.51533268765209,0.0,0.0,0.0,126.03846153846158,108.65384615384619,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,470.6683354192743,2667.1205673758877,0.0,3737.386188180772,0.0,0.0,0.0,11161.009068425396,10540.95300906843,1860.1681780708993,0.0,0.0,7373.803921568629,211524939.29411772,0.0,0.0,18603.215434083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,397755.31302657176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708975.304347828,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,4229574.447228421,30203100.862745106,7550775.215686277,0.0,0.0,0.0,24450129.269841276,24450129.269841276,363074742.8249781,0.0,0.0,37933182.08619174,1203359601.697653,0.0,0.0,0.0,237740163.70418012,237740163.70418012,0.0,0.0,0.0,2745972148.843681,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,3056834766.387598,0.0,0.0,11527357413.807556,11527357413.807556,11527357413.807556,0.0,16869804700.064175,8434902350.032087
2013-07,134958437631.5134,11,9,3690.9019607843147,101679088268.094,15369809893.170404,8.09366391184573,8.09366391184573,8.09366391184573,0.0,47.815551537070526,47.815551537070526,0.0,0.0,41.786657636302074,17.908567558415175,64.3333959649253,0.0,0.0,0.0,130.38461538461542,121.69230769230774,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.1205673758877,0.0,3993.1359555408444,0.0,0.0,0.0,8680.78483099753,9920.896949711463,0.0,0.0,0.0,7373.803921568629,166198166.58823535,0.0,0.0,14510.508038585212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,428951.8081659107,62392.99027867792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4839780.173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643484.0295177633,30203100.862745106,0.0,0.0,0.0,0.0,0.0,24450129.269841276,352236690.8003519,0.0,0.0,48771234.110817954,393406023.631925,0.0,0.0,0.0,164589344.10289392,164589344.10289392,323995259.449059,279814087.7060055,0.0,2377795717.6515684,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11527357413.807556,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2013-08,126523535280.48131,10,10,0.0,127370018876.9982,23054714835.708775,8.09366391184573,8.09366391184573,8.09366391184573,0.0,37.18987341772152,37.18987341772152,0.0,0.0,37.806975956654256,13.928885878767357,55.04807094441969,0.0,0.0,0.0,95.61538461538464,99.9615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.22361284939524,1961.1180642469762,0.0,2970.136886100555,0.0,0.0,0.0,2480.224237427866,2480.224237427866,1860.1681780708993,0.0,0.0,7373.803921568629,196416015.0588236,0.0,0.0,11906.057877813508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,608331.6552171097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708975.304347828,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,0.0,30203100.862745106,0.0,7550775.215686277,0.0,0.0,0.0,24450129.269841276,314303508.71416014,0.0,0.0,37933182.08619174,509113677.64131474,0.0,0.0,0.0,152397540.8360129,152397540.8360129,191451744.2198985,191451744.2198985,0.0,2525066290.128413,1670896969.7627125,0.0,1940019030.7188916,2209141091.675071,0.0,4418282183.350142,0.0,0.0,1853154096.5659168,3056834766.387598,3056834766.387598,0.0,0.0,15369809885.07674,15369809885.07674,11527357413.807556,0.0,0.0,0.0
2013-09,143393339984.54547,13,12,3689.9019607843147,88166485567.85345,15369809893.170404,8.09366391184573,8.09366391184573,8.09366391184573,0.0,47.815551537070526,47.815551537070526,0.0,0.0,43.77649847612598,17.908567558415175,112.0859827286633,0.0,0.0,0.0,104.30769230769235,99.9615384615385,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2431.7863996662504,313.7788902795162,4504.635490260989,0.0,0.0,0.0,3720.3363561417987,4340.392415498765,0.0,0.0,0.0,7373.803921568629,256851712.00000006,0.0,0.0,17114.95819935692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192853.3333333334,0.0,397755.31302657176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654024.3478260871,0.0,0.0,4447365.5652173925,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,0.0,2907832.43246954,30203100.862745106,7550775.215686277,0.0,0.0,0.0,24450129.269841276,24450129.269841276,363074742.8249781,0.0,0.0,32514156.07387864,485972146.83943677,0.0,0.0,0.0,231644262.0707396,231644262.0707396,0.0,0.0,0.0,2392522774.899253,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,3056834766.387598,0.0,0.0,7684904942.53837,15369809885.07674,15369809885.07674,0.0,0.0,0.0
2013-10,118088632927.44922,10,11,0.0,88412126527.59402,11527357421.90122,8.09366391184573,8.09366391184573,8.09366391184573,0.0,42.502712477396024,47.815551537070526,0.0,0.0,33.82729427700644,9.949204199119542,78.9243643262887,0.0,0.0,0.0,108.65384615384619,86.92307692307695,0.0,0.0,128.08719346049048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.896954526492,313.7788902795162,4248.885722900917,0.0,0.0,0.0,6200.560593569664,6200.560593569664,0.0,0.0,0.0,7373.803921568629,196416015.0588236,0.0,0.0,18603.215434083606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154282.66666666672,0.0,397755.31302657176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4185755.826086958,0.0,0.0,2973664.3706563716,0.0,0.0,0.0,2643484.0295177633,5286968.059035527,15101550.431372553,7550775.215686277,15101550.431372553,0.0,0.0,0.0,24450129.269841276,379331820.86191744,0.0,0.0,27095130.06156553,509113677.64131474,0.0,46283061.603755884,0.0,286507376.77170426,286507376.77170426,0.0,176724686.97221398,0.0,2304160431.413146,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,0.0,3056834766.387598,0.0,0.0,11527357413.807556,11527357413.807556,11527357413.807556,0.0,0.0,0.0
2013-11,194002754096.738,11,11,3689.9019607843147,113858379913.12988,11527357417.854387,8.09366391184573,4.046831955922865,4.046831955922865,0.0,42.502712477396024,42.502712477396024,0.0,0.0,47.7561801557738,0.0,88.2096893467943,0.0,0.0,0.0,82.57692307692311,60.84615384615387,0.0,0.0,128.08719346049048,128.08719346049048,128.08719346049048,0.0,0.0,0.0,0.0,313.7788902795162,2353.3416770963713,0.0,3658.941465610893,0.0,0.0,0.0,5580.504534212698,5580.504534212698,1240.112118713933,0.0,0.0,7373.803921568629,317287408.94117653,0.0,0.0,14510.508038585212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115712.00000000003,0.0,530340.4173687623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3924146.086956523,0.0,0.0,5947328.741312743,0.0,0.0,0.0,0.0,4229574.447228421,30203100.862745106,0.0,7550775.215686277,0.0,0.0,0.0,24450129.269841276,401007924.9111698,0.0,0.0,43352208.09850485,647962862.4525824,46283061.603755884,46283061.603755884,0.0,188972950.636656,188972950.636656,161997629.7245295,191451744.2198985,0.0,2525066290.128413,1670896969.7627125,0.0,0.0,2209141091.675071,0.0,4418282183.350142,0.0,0.0,0.0,3056834766.387598,3056834766.387598,0.0,0.0,7684904942.53837,15369809885.07674,11527357413.807556,0.0,0.0,0.0
